"Group","Nuisance","Nuisance2","Value"
2,1.05077694577631,1,0.810406295296801
2,1.05264720332343,1,-0.750814889665819
3,0.469404463539831,1,1.10524571394248
5,0.828532898565754,1,0.792409971414702
2,1.30873816763051,1,1.0982773896107
5,1.02168558596168,1,0.184342186847567
6,1.33176386961713,1,1.39326282381918
4,1.12075185659342,1,-0.630024557700525
3,0.503220064099878,1,0.764609044737023
1,1.33942979935091,1,0.141616803181663
2,0.110118258045986,1,1.0096227814988
1,0.771450584870763,1,0.960848691059033
4,0.334130996488966,1,0.801220685715967
2,0.0127308194059879,1,0.817457608455188
4,0.472524997545406,1,0.778927223709036
3,0.985958665260114,1,0.863548156254238
4,1.27968010073528,1,-1.2664587681831
8,0.0823178737191483,1,1.0690762876847
2,0.358410417451523,1,1.13997664243468
4,0.581891353824176,1,0.947869892264946
6,0.0817331434227526,1,0.906672200112845
2,0.920089565799572,1,0.597640594019987
4,1.30749648436904,1,-1.06879675357481
1,0.820167369791307,1,1.29832761757689
2,0.375967316329479,1,1.42607036038196
2,1.34563247405458,1,-0.145880020544377
1,1.34703797008842,1,-0.997281915184781
2,0.479557387763634,1,0.988795389611587
5,1.20496025460307,1,0.0641583364801322
2,0.291984875919297,1,0.993432123893897
3,0.569036150118336,1,1.22394946013454
3,1.13477673637681,1,3.13461109814195
3,0.952567107975483,1,0.893133740536011
1,0.0356577637139708,1,1.06139264890751
5,0.633853105595335,1,1.25549179222041
4,1.16136644664221,1,0.148343108943558
4,0.244779595406726,1,1.33449984050652
1,1.30370905855671,1,1.02652252166507
4,1.08353999617975,1,-0.565653880259106
2,1.44016865221784,1,0.937932599607831
5,1.18806213210337,1,-1.08433314823687
3,1.04434518073685,1,-1.65096651162903
4,1.17379537469242,1,-1.8500453950809
3,0.873902107472531,1,0.847867539344923
3,0.418132713180967,1,0.719770878878675
4,0.604926803265698,1,0.862806113434526
1,1.05190159077756,1,0.506679738733169
3,1.32183736783918,1,-0.752327701908072
4,0.566843155771494,1,1.02702461717668
4,0.0246644202852622,1,0.980101875769871
3,0.386662426753901,1,1.0614214936184
