"Group","Nuisance","Value"
2,1,1.85170375962482
2,1,1.43266971012011
3,1,2.49481072551305
5,1,-1.43130035484897
2,1,-1.28385116087852
5,1,3.09292724825677
6,1,-0.00746929546929276
4,1,1.46860162469794
3,1,1.73271498422755
1,1,1.56961712925854
2,1,0.81146064519878
1,1,-1.35389711417386
4,1,4.22601259066412
2,1,0.824959818461652
4,1,0.500402656122166
3,1,-2.10908441843413
4,1,-2.04886256002739
8,1,-0.906217981321081
2,1,-0.711027870474054
4,1,0.971178131057066
6,1,0.920183829904537
2,1,0.820085798430588
4,1,2.93421004612888
1,1,2.52311774116412
2,1,1.19728612703261
2,1,-1.27950572654544
1,1,1.40797917736213
2,1,0.261548534449112
5,1,-0.249613870418932
2,1,-0.437937092752701
3,1,-0.600497182568273
3,1,1.49615234128387
3,1,-0.283955219418774
1,1,0.708317673485152
5,1,-0.0966525819392077
4,1,0.704452840812873
4,1,6.35450509482979
1,1,1.93945538774141
4,1,0.632420166627482
2,1,1.76895058282129
5,1,2.22224234629754
3,1,-2.34917903741082
4,1,-0.172243473855209
3,1,-0.448623172072281
3,1,1.35442964988509
4,1,2.21792934670921
1,1,-0.244537377392321
3,1,1.58356363126662
4,1,0.86826846774017
4,1,1.42181805821645
3,1,-0.00171969915627468
5,1,0.883104856877691
3,1,2.91119586623174
2,1,0.392828545845172
1,1,1.91523763252073
1,1,0.311709568154274
2,1,-0.271466717701308
3,1,-2.3678924976352
4,1,1.49793551221613
2,1,1.20942397192079
5,1,0.451164736253537
2,1,1.46088914341339
3,1,1.08679391674211
2,1,4.28532054900787
4,1,3.6953065055064
2,1,2.19820749618179
3,1,1.02252381050327
4,1,2.24660187471055
1,1,-0.823400013169257
5,1,0.19961554760601
2,1,1.02507134585098
5,1,-2.88565389982121
2,1,3.47010552787759
2,1,-2.18414337122141
3,1,2.89223989009783
5,1,0.678754591597296
5,1,1.08335165165343
2,1,1.29361543550793
4,1,0.949933711184784
6,1,-2.83565496643321
3,1,1.274306384033
4,1,1.23805313783107
2,1,-0.620248157931126
2,1,-0.829583374332376
4,1,1.16963223882767
2,1,1.24472536851481
4,1,-0.138256887528544
1,1,1.77281799334234
2,1,1.9751965056847
1,1,1.87724737990208
2,1,1.35015504650183
1,1,0.733267033718768
3,1,1.74236121748908
5,1,-4.34207985709937
4,1,0.355258884960509
4,1,1.3898791481095
3,1,2.68130911944802
2,1,0.606056484868564
4,1,0.880938117362928
3,1,1.18773981430854
4,1,1.97916679444919
2,1,1.71352380422829
2,1,0.987055919384226
8,1,-1.73000449570027
3,1,1.52088364332678
2,1,3.08891155742575
1,1,2.22586891131645
3,1,3.97127858205781
6,1,1.32181848168676
3,1,0.857341405697503
7,1,0.685334681411814
4,1,0.912330852892573
2,1,2.61665033956667
3,1,2.00215137419385
1,1,1.88597928426832
1,1,-0.427888029600376
4,1,-1.62965946960702
1,1,-0.542048373633583
3,1,0.187706178936855
3,1,1.76176978937249
8,1,0.838253408954473
3,1,2.09996467757334
3,1,-0.20433307739461
1,1,-1.0414324188445
4,1,-0.310363019688678
3,1,4.41993795286827
3,1,-1.99905104528361
2,1,-2.00487595468485
2,1,2.06249344002647
3,1,0.442534038531053
3,1,0.828308016842025
1,1,1.53985406593964
1,1,1.77282444605648
3,1,1.3214886924634
6,1,-0.0726752051721202
3,1,1.12703576373236
3,1,0.965735540814715
3,1,-0.199666676739844
7,1,0.180464100240349
3,1,-1.91436483812653
4,1,0.465122292235363
3,1,0.720894582569028
2,1,1.54000821371244
2,1,2.08525490656463
4,1,-0.254656508916438
3,1,0.0656241549603958
1,1,1.61639047292795
4,1,6.38922750917084
1,1,3.08031492205644
5,1,-0.367374283927547
3,1,1.12826774407316
3,1,0.750033564744442
2,1,0.745615730586755
3,1,-0.236295125138355
3,1,-0.157637037697302
1,1,1.48058021024886
3,1,0.367481790941313
1,1,1.40100246920071
2,1,1.11641101282996
2,1,1.19387149464357
2,1,1.23459143173215
5,1,0.931735415508225
3,1,-1.2151495185733
4,1,0.440934548450215
5,1,3.03219273149132
2,1,1.18023439834032
1,1,1.20511628160446
2,1,1.27869149428517
4,1,1.38078642278425
2,1,-0.562577043909746
3,1,0.937316493883316
5,1,1.76166662572219
