"Group","Nuisance","Value"
2,1.35025898192544,2.29195632142048
2,1.35088240110781,0.478229275385641
3,1.15646815451328,2.59731993574004
5,1.27617763285525,1.25533748519251
2,1.43624605587684,1.89407651623371
5,1.34056186198723,4.13523423841019
6,1.44392128987238,1.83857144036172
4,1.37358395219781,0.815014872609542
3,1.16774002136663,0.11133014057796
1,1.44647659978364,-0.0766877322312265
2,1.03670608601533,1.35575514253073
1,1.25715019495692,0.790293681559556
4,1.11137699882966,2.88812310947869
2,1.00424360646866,1.89072899748824
4,1.15750833251514,1.00055957613211
3,1.32865288842004,0.179113884294337
4,1.42656003357843,1.34853825105231
8,1.02743929123972,-1.48985624712002
2,1.11947013915051,-2.82753855634557
4,1.19396378460806,1.16578989940462
6,1.02724438114092,4.20426880903817
2,1.30669652193319,0.658162251603682
4,1.43583216145635,3.19022385535332
1,1.27338912326377,1.47337633881524
2,1.12532243877649,2.21427001225942
2,1.44854415801819,0.767748714961171
1,1.44901265669614,2.57804847578992
2,1.15985246258788,-0.00793580815508421
5,1.40165341820102,-0.552949686698711
2,1.0973282919731,-0.840657876907782
3,1.18967871670611,0.652612205551252
3,1.3782589121256,3.31454214015385
3,1.31752236932516,2.30219684695533
1,1.01188592123799,-0.3294870234228
5,1.21128436853178,-0.0338364919431506
4,1.38712214888074,1.7468655380726
4,1.08159319846891,1.83919259796215
1,1.43456968618557,1.19576945064646
4,1.36117999872658,1.33203297294521
2,1.48005621740595,7.43254512878032
5,1.39602071070112,-2.46803783308731
3,1.34811506024562,1.57434271600055
4,1.39126512489747,-0.135423214244603
3,1.29130070249084,2.13251498385018
3,1.13937757106032,0.530153407778536
4,1.20164226775523,1.84484805514876
1,1.35063386359252,2.40648625240414
3,1.44061245594639,1.16187684496746
4,1.1889477185905,-1.5853063507425
4,1.00822147342842,1.63552138877448
3,1.12888747558463,2.08088593903373
5,1.29355458298232,0.215029402529403
3,1.08729290310293,0.310105555966764
2,1.35527092707343,1.54131246410046
1,1.21726801560726,-1.4853850148332
1,1.02860602841247,0.237349655757689
2,1.012096358696,-0.137895498679669
3,1.30827545258217,-0.0399822460555823
4,1.20548123482149,2.21501091662252
2,1.29615821619518,0.922821947830058
5,1.43742268322967,1.09280839630844
2,1.02238757524174,2.8250262678405
3,1.17432745429687,-0.744670753144266
2,1.30942252569366,-0.305422144741968
4,1.23147902602796,0.795217763494672
2,1.38154855766334,1.61362647693478
3,1.34390072501265,1.64378304244529
4,1.03403198870365,0.938637151871878
1,1.28912218555342,4.1760976412209
5,1.10222710459493,1.79425268042256
2,1.34678661148064,2.87712973635631
5,1.26279765064828,1.31074199618731
2,1.03962942294311,-2.08555508745254
2,1.25170007976703,3.33002999575339
3,1.09646760951728,-0.524094308457235
5,1.02464374329429,1.11824827136154
5,1.44695825397503,0.687252559688465
2,1.02325219777413,1.53983653722222
4,1.07269470696338,1.95602407687236
6,1.28147637762595,-2.31299600424378
3,1.2796717901947,1.36503233135013
4,1.09408197028097,-1.65512580020533
2,1.09675802150741,1.40555261518248
2,1.11581373610534,1.8146910517998
4,1.43842579482589,-0.385927631471891
2,1.10165946860798,1.46894252876726
4,1.24535444285721,2.65751302327944
1,1.24433809588663,1.57633910661548
2,1.24590664845891,1.42925746454614
1,1.28094688965939,-2.76357503955265
2,1.27554089156911,0.628432225954009
1,1.23237913264893,-1.64284500109002
3,1.0610866205534,0.717296601356139
5,1.00781884195749,-0.135788953388479
4,1.00527069403324,0.061213268607309
4,1.2059968309477,2.02846417924709
3,1.24219514906872,1.58244827649102
2,1.28799701214302,2.5869325775556
4,1.0411268833559,1.71375445494214
3,1.42086793459021,-0.58649460580099
4,1.15369739662856,3.45556199854471
2,1.20936128101312,-1.08905960450131
2,1.27809240517672,0.660283796439447
8,1.39309053507168,1.23254107296756
3,1.19464423519094,1.55346821858979
2,1.49260842334479,0.960309782991754
1,1.21327734831721,2.44037108826207
3,1.38751366920769,4.20852583077494
6,1.10295604576822,-0.589441854488571
3,1.48602415039204,3.68498407773066
7,1.20274574821815,-0.50007043757321
4,1.42935618129559,0.437083155373507
2,1.12605691759381,-1.10677477682975
3,1.27394339314196,1.33432165889539
1,1.45136330777314,2.06065300266573
1,1.15320272638928,1.13364276597089
4,1.33281483280007,1.66006468422689
1,1.2813318738481,1.42664507088628
3,1.07582777529024,5.25194372979349
3,1.21592011163011,1.26467055490044
8,1.09284634666983,1.26160514915329
3,1.1219102605246,0.873240336161434
3,1.27026044204831,0.859853597596995
1,1.33332608896308,1.46591503534218
4,1.04587761987932,0.54757506578409
3,1.36050242441706,2.26058437438981
3,1.19397199805826,0.108946424302824
2,1.12316470616497,0.185725946432753
2,1.33960235805716,0.234030099313375
3,1.30432274308987,2.01644476298295
3,1.47166668181308,-1.28917168898322
1,1.08734655252192,0.121041054711458
1,1.30301480402704,-0.648098082979896
3,1.21710110094864,-2.22585353805255
6,1.0036171216052,1.94396522620742
3,1.24532581423409,-0.551849728489759
3,1.05981187114958,0.627519406729423
3,1.31340715906117,-0.356475955505894
7,1.25095110444818,0.597907057917766
3,1.13283958088141,-0.210065498999028
4,1.04548734473065,2.39963278657306
3,1.03669291443657,0.464565509854387
2,1.05974735249765,-1.21603641852165
2,1.48853746522218,2.00832349255239
4,1.09461009048391,1.22383359929735
3,1.45471687905956,1.28223100606555
1,1.49046291143168,0.932739131716346
4,1.30078715493437,2.18862686707396
1,1.43619652010966,-0.831295753675791
5,1.04947543155868,0.933312833735439
3,1.12123696669005,2.43222142112705
3,1.23851974017452,2.46231244329634
2,1.25282903737389,-0.59022349301241
3,1.00778118299786,1.16055198667591
3,1.35945285460912,3.13776381819011
1,1.03048099530861,-0.896594975994198
3,1.30419168667868,0.979917257726627
1,1.35744081204757,-1.6459084390859
2,1.0882596912561,1.40114222973815
2,1.14347061049193,0.796196142526419
2,1.00428228301462,0.632807891131716
5,1.35949752130546,0.787937812807422
3,1.38230238051619,-0.278321471715889
4,1.01527287031058,1.26065449793068
5,1.37926826730836,2.03158696077616
2,1.37073381105438,0.737297865119599
1,1.02544706489425,-3.20822813383585
2,1.33231360046193,0.49703255988264
4,1.04280789848417,0.490949846358449
2,1.44354362576269,2.48843868077894
3,1.10205421037972,-1.12873721099806
5,1.35868151683826,-2.74212877936555
5,1.20011604973115,1.15620812754471
2,1.20307057653554,0.837344334959349
2,1.31322814221494,-1.31697168675053
5,1.17640708212275,0.760141975818383
3,1.17083406192251,2.14002217141464
4,1.19841984147206,1.54860244622424
3,1.14074771595187,1.62357842854498
5,1.13606919255108,3.02410472792486
2,1.23123928334098,2.36093744368966
1,1.09977799118496,1.30198748193656
5,1.25516928429715,1.3425342313708
3,1.45057086681481,0.234554148351413
5,1.20848579483572,2.3616411454811
1,1.32932768727187,0.539213501495788
4,1.20269374374766,0.85112450100476
4,1.39029884606134,1.47679704821672
6,1.43230207671877,0.573396481768161
3,1.07028933719266,0.734617094123124
4,1.11859675135929,2.94407673076946
2,1.32903632544912,-0.521284647128549
1,1.31845183088444,-0.028977273058328
6,1.20445915288292,0.658766017662632
2,1.24195474828593,1.09391372080354
3,1.01079964276869,1.67222190482671
1,1.25430123088881,0.527454405833257
