"Group","Nuisance","Nuisance2","Value"
2,1.05077694577631,1,0.87627286818514
2,1.05264720332343,1,-0.988572176399455
3,0.469404463539831,1,1.10524571394248
5,0.828532898565754,1,0.792409971414702
2,1.30873816763051,1,1.15588894973621
5,1.02168558596168,1,0.180605144224899
6,1.33176386961713,1,1.4608251168643
4,1.12075185659342,1,-0.617362700639597
3,0.503220064099878,1,0.764609044737023
1,1.33942979935091,1,0.496682400688915
2,0.110118258045986,1,0.778927223709036
1,0.771450584870763,1,0.863548156254238
4,0.334130996488966,1,0.594215786320129
2,0.0127308194059879,1,1.38483744924294
4,0.472524997545406,1,1.0690762876847
3,0.985958665260114,1,1.13997664243468
4,1.27968010073528,1,-0.371803604553848
8,0.0823178737191483,1,1.23455598121444
2,0.358410417451523,1,0.94090036476957
4,0.581891353824176,1,0.900508421473087
6,0.0817331434227526,1,1.11924423188956
2,0.920089565799572,1,0.763795225718238
4,1.30749648436904,1,-1.79740226119502
1,0.820167369791307,1,0.803430477698832
2,0.375967316329479,1,1.08280733991981
2,1.34563247405458,1,-0.0739602702599882
1,1.34703797008842,1,-2.53709104563241
2,0.479557387763634,1,0.935173363368198
5,1.20496025460307,1,0.140919666151256
2,0.291984875919297,1,1.54248297043749
3,0.569036150118336,1,1.02391430072739
3,1.13477673637681,1,-0.567342819670968
3,0.952567107975483,1,1.25549179222041
1,0.0356577637139708,1,1.02744265027901
5,0.633853105595335,1,1.05314198180115
4,1.16136644664221,1,1.34031917642376
4,0.244779595406726,1,1.11538371134627
1,1.30370905855671,1,-0.677345971725673
4,1.08353999617975,1,0.346652818050974
2,1.44016865221784,1,-0.675680893234455
5,1.18806213210337,1,2.75368127708521
3,1.04434518073685,1,3.16218572984161
4,1.17379537469242,1,-0.639637592401611
3,0.873902107472531,1,1.16447660309782
3,0.418132713180967,1,0.84961316957166
4,0.604926803265698,1,1.08964167828676
1,1.05190159077756,1,0.586784737493433
3,1.32183736783918,1,-3.3303678069107
4,0.566843155771494,1,0.626189658082101
4,0.0246644202852622,1,1.22309528396852
3,0.386662426753901,1,0.857223862755254
5,0.880663748946972,1,1.20153189568473
3,0.261878709308803,1,1.24988484017413
2,1.0658127812203,1,2.49467690176202
1,0.651804046821781,1,1.06136751915291
1,0.0858180852374062,1,1.09212873436576
2,0.0362890760879964,1,1.05049173177811
3,0.924826357746497,1,0.769780670244076
4,0.616443704464473,1,0.878707569097767
2,0.888474648585543,1,1.0418072627935
5,1.31226804968901,1,1.17936256068273
2,0.0671627257252112,1,0.873366576212723
3,0.522982362890616,1,0.986783638372921
2,0.928267577080987,1,1.16959027598337
4,0.694437078083865,1,0.982276549459796
2,1.14464567299001,1,0.118727733965416
3,1.03170217503794,1,1.62318220056854
4,0.102095966110937,1,0.775613052385647
1,0.867366556660272,1,0.743436110856766
5,0.306681313784793,1,0.957540186478794
2,1.04035983444192,1,0.210889780138634
5,0.788392951944843,1,0.75878766974408
2,0.118888268829323,1,1.05648834149689
