"Group","Nuisance","Value"
2,1,2.1350130358301
2,1,1.45277375961077
3,1,2.49481072551305
5,1,-1.33464363012502
2,1,-1.83187473427786
5,1,2.66373351596857
6,1,0.294774864630102
4,1,1.43319800025715
3,1,1.73271498422755
1,1,1.52650090967278
2,1,0.811312609743023
1,1,-1.17032040319853
4,1,2.80242892876253
2,1,0.824425623939576
4,1,0.533152202620565
3,1,-2.10908441843413
4,1,-1.52047268551097
8,1,-0.722753879098633
2,1,-1.59927095172537
4,1,0.972878080612082
6,1,0.938030616075576
2,1,3.00565279916124
4,1,2.53441786675575
1,1,1.23453707125209
2,1,1.25388070727706
2,1,1.08438661046706
1,1,-11.2093041931204
2,1,1.00336341910358
5,1,2.68913727240993
2,1,-0.30165202948414
3,1,-0.291179039955634
3,1,0.641420400541222
3,1,0.256590310703914
1,1,2.16799651490163
5,1,2.39845322518528
4,1,1.41114149360778
4,1,-0.15494634355659
1,1,0.769637787648007
4,1,0.127203824336413
2,1,1.38298500847895
5,1,1.23868418511027
3,1,1.16863388144944
4,1,0.153963452049991
3,1,0.56302976299016
3,1,-0.172243473855209
4,1,-0.329560771384788
1,1,1.2789884994083
3,1,2.21792934670921
4,1,-0.0620574060056502
4,1,1.55271647650082
3,1,0.86826846774017
5,1,1.45193549574768
3,1,-0.00171969915627468
2,1,0.87548893910914
1,1,4.23571829371445
1,1,1.26021623468914
2,1,1.21967436176659
3,1,0.219662238735915
4,1,0.297087274187416
2,1,-0.335629118523606
5,1,-1.3514852581852
2,1,1.50465048938222
3,1,1.20942397192079
2,1,0.451484608096505
4,1,1.44435746056111
2,1,1.08667793593938
3,1,4.28532054900787
4,1,3.05521005970566
1,1,2.98862419704833
5,1,0.964116949302349
2,1,1.06869258980498
5,1,3.00994212611961
2,1,1.1240677668322
2,1,-0.546654742870791
3,1,0.880362135678554
5,1,1.88581013873491
5,1,0.0844578632526622
2,1,0.604808476029849
4,1,0.968489467511103
6,1,0.994209693655011
3,1,1.31960792843884
4,1,1.86686486153432
2,1,-0.120165856637346
2,1,-1.32331635581647
4,1,0.398658289138551
2,1,0.111190189589838
4,1,0.412349564562345
1,1,0.430555585769308
2,1,1.44406409531395
1,1,3.35131451867525
2,1,0.0260126839564182
1,1,1.69929197651485
3,1,-0.198651038245491
5,1,1.16477867386293
4,1,0.912770304661034
4,1,0.880718034171793
3,1,1.18773981430854
2,1,2.45419943069419
4,1,1.68390780866887
3,1,0.987055919384226
4,1,-1.31316620405859
2,1,1.62437496320178
2,1,3.4235450792697
8,1,1.94874796270429
3,1,3.97127858205781
2,1,1.3426809512156
1,1,0.876365205459156
3,1,0.685334681411814
6,1,0.916293629211692
3,1,2.61665033956667
7,1,1.80678603998349
4,1,1.88867145642737
2,1,-0.456838704296838
3,1,-1.62965946960702
1,1,-4.51156299537837
1,1,1.41145301652418
4,1,0.958984273003985
1,1,0.563598380245608
3,1,1.28523688052187
3,1,1.29167341133825
8,1,0.85589944287071
3,1,1.53985406593964
3,1,1.77282444605648
1,1,3.67772244515643
4,1,-1.15231499410309
3,1,1.63633207712656
3,1,1.12703576373236
2,1,0.962610134973013
2,1,-0.324768553037107
3,1,0.180464100240349
3,1,-1.91436483812653
1,1,0.51624008406873
1,1,-4.59798546404148
3,1,-1.260109655633
6,1,1.81163711941998
3,1,1.77295661771555
3,1,1.54000821371244
3,1,2.08525490656463
7,1,-0.309133672958417
3,1,0.0656241549603958
4,1,1.56448509902657
3,1,6.38922750917084
2,1,4.16763184849936
2,1,-1.30413308226997
4,1,1.11989522825771
3,1,0.750033564744442
1,1,0.864042827899757
4,1,3.46964723348235
1,1,2.90988449116026
5,1,2.55219855962705
3,1,1.40100246920071
3,1,1.11641101282996
2,1,1.1930831322277
3,1,1.23459143173215
3,1,0.931735415508225
1,1,-1.53926165888179
3,1,2.50573379802529
1,1,0.435529265472417
2,1,1.26398542052861
2,1,1.27357185968961
2,1,1.36598244092971
5,1,1.39090727620456
3,1,-0.562577043909746
4,1,0.945012613286522
5,1,1.81459394450713
2,1,0.729921678739565
1,1,2.77009740615498
2,1,1.14794790199802
4,1,-0.0885429920368583
2,1,0.930621539466413
3,1,1.38044947619095
5,1,-0.80612609278091
5,1,3.45624808131657
2,1,1.21415937819806
2,1,0.0690486256408318
5,1,0.713008209878617
3,1,1.24439778499587
4,1,0.601418621977859
3,1,0.842845924607705
5,1,1.6917801445208
2,1,1.6484956398548
1,1,0.970859835079725
5,1,1.10368350482049
3,1,-0.547630960624002
5,1,2.04825874592339
1,1,0.715806477403712
4,1,2.0496899008947
4,1,0.152588599337789
6,1,1.38648996300651
3,1,0.669935338281087
4,1,1.53391463519692
2,1,1.46531413583111
1,1,2.24002442930007
6,1,0.765209266867353
2,1,1.19976766262019
3,1,3.36494565034727
1,1,-1.41897248970928
5,1,0.505217829972258
2,1,0.388041389394642
4,1,-0.914522691970701
2,1,2.18809131250987
2,1,3.94143005543833
3,1,0.743074415681284
2,1,0.742784721978226
1,1,-21.7853449795879
3,1,0.432310037172543
3,1,1.31688396098732
1,1,-2.09450846058461
2,1,-1.36489006743357
4,1,0.455984120622858
6,1,2.17917847646438
1,1,-0.463637654796032
4,1,3.6874831949471
6,1,1.6884874571467
5,1,1.54455309424617
2,1,2.82959562410846
4,1,0.176317408584255
6,1,1.09803509391359
6,1,2.57932290662134
2,1,-0.203806007265931
2,1,8.28542206737133
1,1,19.9865488589973
2,1,0.106253710583379
3,1,-0.403124536418944
6,1,1.84134015038608
3,1,-0.183627322816894
2,1,0.401069764986736
1,1,0.814027049797612
2,1,0.621953367581801
5,1,-0.844817446793523
2,1,1.78356732554613
1,1,1.35217791988865
2,1,2.40459652697623
