"Group","Nuisance","Nuisance2","Value"
0,0.39826299471315,0,0.791441548555919
0,0.558185849455185,0,0.392167936565892
0,0.859280045027845,0,-0.472666950919845
0,1.36231168499216,0,-0.457951668291923
0,0.302522896556184,1,1.23302128228618
0,1.34758452745155,0,0.585673742669619
0,1.41701290290803,1,-0.984240596349714
0,0.99119668873027,0,-0.0118171164760513
0,0.943671065848321,0,-0.430931463506555
0,0.0926794057013467,1,0.893759467576022
0,0.308961862348951,0,0.582699457541187
0,0.264835128793493,0,-0.163434307215286
0,1.03053426998667,0,0.644005248415
0,0.576155577320606,0,1.214677161866
0,1.15476212999783,0,0.494540683601913
0,0.746548863127828,0,-1.48111532288417
0,1.07642776239663,1,-0.271891311460555
0,1.48785914224572,0,0.496633610440363
0,0.570052769151516,0,0.306742731013944
0,1.16616783197969,0,1.33698979486453
0,1.40205784665886,0,-0.791516761183682
0,0.318213781923987,0,-0.332609714201949
0,0.977510649128817,1,0.975383094048968
0,0.188332643941976,0,0.111365298935233
0,0.400831003091298,0,-0.853005958189069
0,0.579171138815582,1,0.769874935455036
0,0.0200854997383431,1,1.05542542269011
0,0.573581935605034,0,0.152452288990984
0,1.3045362685807,1,-0.701344878572895
0,0.510523495031521,0,0.0936090345496135
0,0.723120173206553,0,1.17277990607221
0,0.899348738137633,0,-0.295498176152151
0,0.740311960573308,0,-0.497457892634564
0,0.279326402116567,0,0.596221159447781
0,1.24105997791048,0,-1.18102387140881
0,1.00270010728855,0,-1.68766244310306
0,1.19135979108978,0,0.206248671785439
0,0.161915438831784,1,1.02013597663328
0,1.08556641906034,0,0.414036699599061
0,0.61691164446529,1,1.04997121689616
0,1.23141944117378,0,0.100736335595924
0,0.970590290729888,0,-1.88318471405727
0,1.17439914343413,0,-0.142570133850648
0,0.829554467462003,0,-0.323754868692718
0,0.79457937029656,0,1.3702803314843
0,1.18403434753418,0,0.209558322664202
0,0.0349968035006896,0,-0.0328393805305169
0,0.715845097554848,1,1.28961592081947
0,1.0984706080053,0,2.71241485218744
0,1.03909733472392,0,0.119571503636972
0,0.716429433203302,0,-0.534331297319944
0,1.29181421524845,0,0.306963244537574
0,0.65714566083625,0,1.27745896110207
0,0.3671959155472,0,0.137213251395063
0,0.106018570717424,0,0.265709909005729
0,0.149199240258895,0,1.67249920253258
0,0.474407560774125,0,1.07992488753015
0,0.777951394789852,0,0.576918556731345
0,0.993007614626549,0,-0.341493957863896
0,0.610245280782692,0,-0.521205323250182
0,1.36931388638914,1,0.534011977424934
0,0.440405059140176,0,0.4391999572627
0,0.688598589389585,0,0.326687709389682
0,0.498592011281289,0,0.282196340740335
0,0.976305700605735,0,-1.43049010050394
0,0.387025171075948,0,2.82000443854223
0,0.717817872413434,0,1.01622234315481
0,1.14946600596886,0,-1.6614158078359
0,0.126370371552184,0,0.19974114722406
0,1.31298199505545,0,-0.760662303275383
0,0.508609406766482,0,-1.40114560560663
0,1.25916052528191,0,-0.685969432827368
0,0.520025233738124,0,0.583813136228156
0,0.500662396196276,0,0.822383015489095
0,0.714526867610402,0,-0.751934152141699
0,1.33829750376754,0,0.448208391433813
0,1.29650920594577,1,0.135123085883382
0,0.584984315210022,0,-0.0994906211506443
0,1.16598104825243,0,0.307107468091999
